ID	TOT_POP	CTYNAME
1001	55347	Autauga County
1003	203709	Baldwin County
1005	26489	Barbour County
1007	22583	Bibb County
1009	57673	Blount County
1011	10696	Bullock County
1013	20154	Butler County
1015	115620	Calhoun County
1017	34123	Chambers County
1019	25859	Cherokee County
1021	43943	Chilton County
1023	13170	Choctaw County
1025	24675	Clarke County
1027	13555	Clay County
1029	15018	Cleburne County
1031	51211	Coffee County
1033	54354	Colbert County
1035	12672	Conecuh County
1037	10724	Coosa County
1039	37835	Covington County
1041	13963	Crenshaw County
1043	82005	Cullman County
1045	49565	Dale County
1047	41131	Dallas County
1049	71130	DeKalb County
1051	81468	Elmore County
1053	37789	Escambia County
1055	103057	Etowah County
1057	16759	Fayette County
1059	31696	Franklin County
1061	26777	Geneva County
1063	8479	Greene County
1065	15068	Hale County
1067	17221	Henry County
1069	104173	Houston County
1071	52419	Jackson County
1073	660367	Jefferson County
1075	13886	Lamar County
1077	92596	Lauderdale County
1079	33115	Lawrence County
1081	156993	Lee County
1083	91663	Limestone County
1085	10458	Lowndes County
1087	19105	Macon County
1089	353089	Madison County
1091	20028	Marengo County
1093	30168	Marion County
1095	94725	Marshall County
1097	415395	Mobile County
1099	21673	Monroe County
1101	226519	Montgomery County
1103	119565	Morgan County
1105	9652	Perry County
1107	20864	Pickens County
1109	33046	Pike County
1111	22696	Randolph County
1113	59660	Russell County
1115	87074	St. Clair County
1117	208713	Shelby County
1119	13103	Sumter County
1121	80862	Talladega County
1123	40844	Tallapoosa County
1125	203976	Tuscaloosa County
1127	65294	Walker County
1129	16804	Washington County
1131	11059	Wilcox County
1133	23877	Winston County
2013	3341	Aleutians East Borough
2016	5702	Aleutians West Census Area
2020	298695	Anchorage Municipality
2050	17946	Bethel Census Area
2060	892	Bristol Bay Borough
2068	1919	Denali Borough
2070	4997	Dillingham Census Area
2090	99631	Fairbanks North Star Borough
2100	2534	Haines Borough
2105	2133	Hoonah-Angoon Census Area
2110	32756	Juneau City and Borough
2122	58059	Kenai Peninsula Borough
2130	13709	Ketchikan Gateway Borough
2150	13889	Kodiak Island Borough
2158	8119	Kusilvak Census Area
2164	1563	Lake and Peninsula Borough
2170	101095	Matanuska-Susitna Borough
2180	9846	Nome Census Area
2185	9687	North Slope Borough
2188	7752	Northwest Arctic Borough
2195	3177	Petersburg Borough
2198	6341	Prince of Wales-Hyder Census Area
2220	8863	Sitka City and Borough
2230	1057	Skagway Municipality
2240	6839	Southeast Fairbanks Census Area
2261	9362	Valdez-Cordova Census Area
2275	2382	Wrangell City and Borough
2282	613	Yakutat City and Borough
2290	5533	Yukon-Koyukuk Census Area
4001	71474	Apache County
4003	126427	Cochise County
4005	139097	Coconino County
4007	53159	Gila County
4009	37666	Graham County
4011	9529	Greenlee County
4012	20152	La Paz County
4013	4167947	Maricopa County
4015	204737	Mohave County
4017	108277	Navajo County
4019	1010025	Pima County
4021	406584	Pinal County
4023	46461	Santa Cruz County
4025	222255	Yavapai County
4027	204275	Yuma County
5001	18433	Arkansas County
5003	20838	Ashley County
5005	41053	Baxter County
5007	249672	Benton County
5009	37222	Boone County
5011	11094	Bradley County
5013	5229	Calhoun County
5015	27704	Carroll County
5017	11027	Chicot County
5019	22633	Clark County
5021	15109	Clay County
5023	25467	Cleburne County
5025	8311	Cleveland County
5027	24114	Columbia County
5029	21019	Conway County
5031	104354	Craighead County
5033	61703	Crawford County
5035	48963	Crittenden County
5037	17284	Cross County
5039	7604	Dallas County
5041	11965	Desha County
5043	18778	Drew County
5045	121552	Faulkner County
5047	17702	Franklin County
5049	12204	Fulton County
5051	97177	Garland County
5053	18102	Grant County
5055	44196	Greene County
5057	22084	Hempstead County
5059	33426	Hot Spring County
5061	13300	Howard County
5063	37052	Independence County
5065	13445	Izard County
5067	17338	Jackson County
5069	71565	Jefferson County
5071	26141	Johnson County
5073	6996	Lafayette County
5075	16779	Lawrence County
5077	9650	Lee County
5079	13820	Lincoln County
5081	12472	Little River County
5083	21714	Logan County
5085	71645	Lonoke County
5087	15767	Madison County
5089	16185	Marion County
5091	43908	Miller County
5093	43738	Mississippi County
5095	7399	Monroe County
5097	8970	Montgomery County
5099	8558	Nevada County
5101	7913	Newton County
5103	24358	Ouachita County
5105	10189	Perry County
5107	19513	Phillips County
5109	10824	Pike County
5111	24040	Poinsett County
5113	20216	Polk County
5115	63390	Pope County
5117	8291	Prairie County
5119	392664	Pulaski County
5121	17469	Randolph County
5123	26589	St. Francis County
5125	117460	Saline County
5127	10513	Scott County
5129	7869	Searcy County
5131	127780	Sebastian County
5133	17290	Sevier County
5135	16912	Sharp County
5137	12456	Stone County
5139	40144	Union County
5141	16771	Van Buren County
5143	225477	Washington County
5145	79161	White County
5147	6741	Woodruff County
5149	21713	Yell County
6001	1638215	Alameda County
6003	1110	Alpine County
6005	37001	Amador County
6007	225411	Butte County
6009	44828	Calaveras County
6011	21482	Colusa County
6013	1126745	Contra Costa County
6015	27254	Del Norte County
6017	184452	El Dorado County
6019	974861	Fresno County
6021	28017	Glenn County
6023	135727	Humboldt County
6025	180191	Imperial County
6027	18260	Inyo County
6029	882176	Kern County
6031	150965	Kings County
6033	64591	Lake County
6035	31345	Lassen County
6037	10170292	Los Angeles County
6039	154998	Madera County
6041	261221	Marin County
6043	17531	Mariposa County
6045	87649	Mendocino County
6047	268455	Merced County
6049	8965	Modoc County
6051	13909	Mono County
6053	433898	Monterey County
6055	142456	Napa County
6057	98877	Nevada County
6059	3169776	Orange County
6061	375391	Placer County
6063	18409	Plumas County
6065	2361026	Riverside County
6067	1501335	Sacramento County
6069	58792	San Benito County
6071	2128133	San Bernardino County
6073	3299521	San Diego County
6075	864816	San Francisco County
6077	726106	San Joaquin County
6079	281401	San Luis Obispo County
6081	765135	San Mateo County
6083	444769	Santa Barbara County
6085	1918044	Santa Clara County
6087	274146	Santa Cruz County
6089	179533	Shasta County
6091	2967	Sierra County
6093	43554	Siskiyou County
6095	436092	Solano County
6097	502146	Sonoma County
6099	538388	Stanislaus County
6101	96463	Sutter County
6103	63308	Tehama County
6105	13069	Trinity County
6107	459863	Tulare County
6109	53709	Tuolumne County
6111	850536	Ventura County
6113	213016	Yolo County
6115	74492	Yuba County
8001	491337	Adams County
8003	16496	Alamosa County
8005	631096	Arapahoe County
8007	12352	Archuleta County
8009	3615	Baca County
8011	5830	Bent County
8013	319372	Boulder County
8014	65065	Broomfield County
8015	18658	Chaffee County
8017	1829	Cheyenne County
8019	9303	Clear Creek County
8021	8130	Conejos County
8023	3584	Costilla County
8025	5562	Crowley County
8027	4445	Custer County
8029	29979	Delta County
8031	682545	Denver County
